token	score	savings	qwen_tokens
üçqat	-12.167868614196777	3	Ã¼ Ã§ q at
proqramlarında	-12.167458534240723	3	pro q ram larÄ±nda
Yarımada	-12.166483879089355	3	Y ar Ä±m ada
Yevgeni	-12.166369438171387	3	Y ev gen i
Budapeşt	-12.166267395019531	3	B ud ape ÅŁt
ciyər	-12.166163444519043	3	ci y ÉĻ r
yekdil	-12.16576862335205	3	y ek d il
Bülbül	-12.164612770080566	3	B Ã¼ lb Ã¼l
üçündür	-12.164509773254395	3	Ã¼ Ã§ Ã¼nd Ã¼r
Ölçü	-12.164505004882812	3	Ãĸ l Ã§ Ã¼
məxfilik	-12.164093971252441	3	m ÉĻ xf ilik
ölçülür	-12.163748741149902	3	Ã¶l Ã§ Ã¼l Ã¼r
Quliyev	-12.16366958618164	3	Q ul iy ev
Liseyinin	-12.163507461547852	3	L ise y inin
Ombudsman	-12.163442611694336	3	O mb uds man
üsyançılar	-12.16290283203125	3	Ã¼s yan Ã§Ä± lar
fəallığı	-12.162640571594238	3	f ÉĻ all Ä±ÄŁÄ±
Bürosuna	-12.162335395812988	3	B Ã¼ ros una
yaddaqalan	-12.162275314331055	3	y add aq alan
çıxmadı	-12.162056922912598	3	Ã§Ä± x mad Ä±
Çağırış	-12.161691665649414	3	Ãĩ aÄŁ Ä±r Ä±ÅŁ
qayıdış	-12.160992622375488	3	q ayÄ± d Ä±ÅŁ
kənarı	-12.160421371459961	3	k ÉĻ nar Ä±
Keçən	-12.160246849060059	3	Ke Ã§ ÉĻ n
olmazdı	-12.160198211669922	3	ol m az dÄ±
cadugər	-12.159363746643066	3	cad ug ÉĻ r
profilaktikası	-12.158863067626953	3	profil akt ik asÄ±
Əfsanə	-12.15871524810791	3	Æı fs an ÉĻ
ovçuluq	-12.156627655029297	3	ov Ã§ ulu q
mahnıya	-12.15654182434082	3	m ahn Ä± ya
yaşamağı	-12.156196594238281	3	ya ÅŁ ama ÄŁÄ±
spektrin	-12.156182289123535	3	spe k tr in
ləşə	-12.156119346618652	3	l ÉĻ ÅŁ ÉĻ
bölünə	-12.15601921081543	3	b Ã¶l Ã¼n ÉĻ
boğulma	-12.1558837890625	3	bo ÄŁ ul ma
Tərlan	-12.155829429626465	3	T ÉĻ rl an
amilləri	-12.154780387878418	3	am ill ÉĻ ri
açılmasına	-12.154231071472168	3	a Ã§ Ä±l masÄ±na
qurumlara	-12.1541748046875	3	q ur uml ara
Təhsili	-12.154141426086426	3	T ÉĻ hs ili
qardaşının	-12.1528902053833	3	q arda ÅŁ Ä±nÄ±n
Ağdaş	-12.152790069580078	3	A ÄŁ da ÅŁ
başladım	-12.152641296386719	3	ba ÅŁ lad Ä±m
universitetə	-12.15130615234375	3	un ivers itet ÉĻ
krallıq	-12.150823593139648	3	kr all Ä± q
Konvensiyası	-12.150813102722168	3	Kon vens iy asÄ±
Qanunla	-12.150711059570312	3	Q an un la
qlükoza	-12.150094032287598	3	ql Ã¼ ko za
avtomobilini	-12.149993896484375	3	av tom obil ini
Borcalan	-12.149835586547852	3	B or cal an
etlər	-12.149834632873535	3	et l ÉĻ r
çöküşü	-12.14980411529541	3	Ã§ Ã¶k Ã¼ÅŁ Ã¼
Assambleyası	-12.149556159973145	3	Ass amble yas Ä±
təqvimi	-12.148262023925781	3	t ÉĻ qv imi
qurbangah	-12.147871017456055	3	q urb ang ah
sessiyasında	-12.147844314575195	3	sess iy as Ä±nda
krallığın	-12.147686958312988	3	kr all Ä±ÄŁ Ä±n
kameraları	-12.146493911743164	3	k am eral arÄ±
şagirdin	-12.146463394165039	3	ÅŁ ag ird in
partiyaları	-12.146437644958496	3	part iy alar Ä±
erləri	-12.145941734313965	3	er l ÉĻ ri
Sürət	-12.145819664001465	3	S Ã¼r ÉĻ t
Kazımova	-12.145767211914062	3	K az Ä±m ova
jurnallar	-12.145546913146973	3	j urn all ar
universiteti	-12.144639015197754	3	un ivers itet i
pozulur	-12.1443452835083	3	po z ul ur
bizdən	-12.144243240356445	3	biz d ÉĻ n
küçənin	-12.144142150878906	3	kÃ¼ Ã§ ÉĻ nin
üslubuna	-12.143759727478027	3	Ã¼ sl ub una
lisenziya	-12.143265724182129	3	l isen zi ya
zamankı	-12.142952919006348	3	z am ank Ä±
ölməsi	-12.14228630065918	3	Ã¶ lm ÉĻ si
dərsi	-12.141950607299805	3	d ÉĻ rs i
torpaqda	-12.14175033569336	3	tor pa q da
xalqımız	-12.141663551330566	3	x al q Ä±mÄ±z
kompromis	-12.14148235321045	3	k omp rom is
yoxlayır	-12.141121864318848	3	y ox lay Ä±r
ixtisaslar	-12.140740394592285	3	ix t isas lar
casusluq	-12.140478134155273	3	cas us lu q
etmirəm	-12.140192031860352	3	et mir ÉĻ m
araşdırıldı	-12.1400728225708	3	ara ÅŁ dÄ±r Ä±ldÄ±
Fransızlar	-12.139754295349121	3	Fr ans Ä±z lar
ölümdən	-12.139667510986328	3	Ã¶lÃ¼ md ÉĻ n
İçəri	-12.139551162719727	3	Ä° Ã§ ÉĻ ri
boşanmış	-12.138771057128906	3	bo ÅŁ an mÄ±ÅŁ
baxışdan	-12.138650894165039	3	b ax Ä±ÅŁ dan
bilmədim	-12.138534545898438	3	b ilm ÉĻ dim
qapısını	-12.138383865356445	3	q ap Ä±s Ä±nÄ±
məqbul	-12.138264656066895	3	m ÉĻ q bul
monastırı	-12.13806438446045	3	mon ast Ä±r Ä±
Müslüm	-12.138060569763184	3	M Ã¼ sl Ã¼m
Əminəm	-12.137426376342773	3	Æı min ÉĻ m
riskləri	-12.135552406311035	3	risk l ÉĻ ri
qabırğa	-12.135214805603027	3	q ab Ä±r ÄŁa
avtomobilə	-12.134937286376953	3	av tom obil ÉĻ
arvadının	-12.133997917175293	3	ar v ad Ä±nÄ±n
batareyası	-12.133872032165527	3	b ata rey asÄ±
çıxarıla	-12.133358001708984	3	Ã§Ä± x arÄ± la
imzalanma	-12.133282661437988	3	im z alan ma
zolağında	-12.133118629455566	3	z ola ÄŁ Ä±nda
bağlanmasına	-12.132418632507324	3	ba ÄŁ lan masÄ±na
kəsib	-12.1317138671875	3	k ÉĻ s ib
əsnasında	-12.130683898925781	3	ÉĻ sn as Ä±nda
hesabatına	-12.130029678344727	3	hes ab at Ä±na
Antarktida	-12.12955093383789	3	Ant ark t ida
bucaqlı	-12.129484176635742	3	bu ca ql Ä±
Fevralın	-12.129477500915527	3	F ev ral Ä±n
qızğın	-12.129263877868652	3	q Ä±z ÄŁ Ä±n
qərarından	-12.127334594726562	3	q ÉĻ rar Ä±ndan
Ağstafa	-12.127159118652344	3	A ÄŁ st afa
yazmağı	-12.127127647399902	3	y az ma ÄŁÄ±
sorğunun	-12.12712287902832	3	s or ÄŁun un
sindikat	-12.127044677734375	3	s ind ik at
seriyalı	-12.126185417175293	3	ser iy al Ä±
endirilməsi	-12.126176834106445	3	endir ilm ÉĻ si
qüsurlu	-12.125858306884766	3	q Ã¼s url u
Pəncab	-12.125605583190918	3	P ÉĻ nc ab
hesabatını	-12.125136375427246	3	hes ab at Ä±nÄ±
keçirici	-12.124917030334473	3	ke Ã§ ir ici
İskoç	-12.124098777770996	3	Ä° sk o Ã§
versiyasına	-12.124051094055176	3	vers iy as Ä±na
rejimdə	-12.123051643371582	3	re j imd ÉĻ
cəzanın	-12.122903823852539	3	c ÉĻ zan Ä±n
bilmirik	-12.122533798217773	3	b ilm ir ik
bilirsiniz	-12.122245788574219	3	bil ir sin iz
geyimli	-12.122032165527344	3	ge y im li
Lissabon	-12.121674537658691	3	L iss ab on
potensialına	-12.121193885803223	3	pot ens ial Ä±na
Aşağıda	-12.121077537536621	3	A ÅŁ aÄŁÄ± da
oyunçuya	-12.120944023132324	3	oy un Ã§ uya
Eynilə	-12.120808601379395	3	E yn il ÉĻ
etməmiş	-12.120780944824219	3	et m ÉĻ miÅŁ
Heykəl	-12.120558738708496	3	Hey k ÉĻ l
olmasaydı	-12.120331764221191	3	ol mas ay dÄ±
qəbulunu	-12.120081901550293	3	q ÉĻ bul unu
Arxeoloji	-12.120006561279297	3	Ar xe olo ji
reproduktiv	-12.11943531036377	3	re produ kt iv
bağlandığı	-12.119171142578125	3	ba ÄŁ land Ä±ÄŁÄ±
itlər	-12.11914348602295	3	it l ÉĻ r
korroziya	-12.118877410888672	3	kor ro zi ya
xarakterini	-12.118050575256348	3	x arak ter ini
tərifi	-12.116689682006836	3	t ÉĻ r ifi
gəzdir	-12.11630916595459	3	g ÉĻ z dir
sevilən	-12.115646362304688	3	se vil ÉĻ n
dostunun	-12.114937782287598	3	d ost un un
Əvəz	-12.114691734313965	3	Æı v ÉĻ z
Külək	-12.114460945129395	3	K Ã¼l ÉĻ k
Lisenziya	-12.114415168762207	3	L isen zi ya
ulduzun	-12.114023208618164	3	ul du z un
müalicəvi	-12.113680839538574	3	mÃ¼ alic ÉĻ vi
protokolun	-12.113204002380371	3	prot ok ol un
söndür	-12.112565994262695	3	s Ã¶ nd Ã¼r
nasazlıq	-12.111567497253418	3	nas az lÄ± q
nemət	-12.110695838928223	3	n em ÉĻ t
lanırdı	-12.110570907592773	3	lan Ä± rd Ä±
proqramlarına	-12.110492706298828	3	pro q ram larÄ±na
yağışlı	-12.110379219055176	3	ya ÄŁ Ä±ÅŁ lÄ±
zamanki	-12.110306739807129	3	z am ank i
laşdıracaq	-12.109830856323242	3	laÅŁ dÄ±r aca q
proqnozu	-12.109373092651367	3	pro q no zu
yaxınları	-12.109189987182617	3	y ax Ä±n larÄ±
faktorları	-12.108985900878906	3	f akt or larÄ±
törədə	-12.108755111694336	3	tÃ¶r ÉĻ d ÉĻ
düşmür	-12.107240676879883	3	d Ã¼ÅŁ m Ã¼r
oynanılır	-12.107210159301758	3	o yn an Ä±lÄ±r
əhalisini	-12.107194900512695	3	ÉĻ hal is ini
Quliyeva	-12.106250762939453	3	Q ul iy eva
düşülür	-12.106109619140625	3	d Ã¼ÅŁ Ã¼l Ã¼r
Assosiasiya	-12.105818748474121	3	Ass os ias iya
çatmışdır	-12.105798721313477	3	Ã§ at mÄ±ÅŁ dÄ±r
katalizator	-12.105673789978027	3	k atal iz ator
ulduzların	-12.104448318481445	3	ul du z larÄ±n
fahişə	-12.104443550109863	3	f ahi ÅŁ ÉĻ
nizlə	-12.10380744934082	3	n iz l ÉĻ
lənmir	-12.103795051574707	3	l ÉĻ nm ir
görmür	-12.103772163391113	3	g Ã¶ rm Ã¼r
qurmuşdu	-12.102665901184082	3	q ur muÅŁ du
Səbail	-12.102485656738281	3	S ÉĻ b ail
cəkdi	-12.102349281311035	3	c ÉĻ k di
haqlarının	-12.10175895690918	3	ha ql ar Ä±nÄ±n
məşq	-12.100768089294434	3	m ÉĻ ÅŁ q
Sinqapurda	-12.100656509399414	3	S inq apur da
koronavirusla	-12.100557327270508	3	kor on avirus la
məmuru	-12.1005277633667	3	m ÉĻ m uru
bölmənin	-12.099825859069824	3	bÃ¶ lm ÉĻ nin
Başçısı	-12.099712371826172	3	Ba ÅŁ Ã§ Ä±sÄ±
şərtlə	-12.099608421325684	3	ÅŁ ÉĻ rtl ÉĻ
gəldim	-12.099198341369629	3	g ÉĻ ld im
Kollektiv	-12.098960876464844	3	K olle kt iv
kitabçası	-12.098698616027832	3	kit ab Ã§as Ä±
olunmaz	-12.098472595214844	3	ol un m az
yağışlar	-12.098301887512207	3	ya ÄŁ Ä±ÅŁ lar
vaxtla	-12.097874641418457	3	v ax t la
Müşfiq	-12.097867012023926	3	M Ã¼ÅŁ fi q
aləmdə	-12.097375869750977	3	al ÉĻ md ÉĻ
sadiqlik	-12.096893310546875	3	s adi qli k
Məhsul	-12.09659481048584	3	M ÉĻ hs ul
istinadlar	-12.095211029052734	3	ist in ad lar
kağızı	-12.095071792602539	3	ka ÄŁÄ± z Ä±
dünyasına	-12.09488296508789	3	dÃ¼ ny as Ä±na
olmamaq	-12.094315528869629	3	ol m ama q
mövzuya	-12.09365463256836	3	mÃ¶ v z uya
qardaşlar	-12.09287166595459	3	q arda ÅŁ lar
itirdiyi	-12.092789649963379	3	it ird iy i
missiyasını	-12.092695236206055	3	miss iy as Ä±nÄ±
Neftçala	-12.0924072265625	3	Ne ft Ã§ ala
azaldılmasına	-12.092071533203125	3	az ald Ä±l masÄ±na
Qobustan	-12.091320037841797	3	Q ob ust an
ördək	-12.09081745147705	3	Ã¶ rd ÉĻ k
qoydular	-12.090487480163574	3	q oy d ular
rayonundan	-12.09010124206543	3	ray on und an
sevindir	-12.09005069732666	3	se v ind ir
varisləri	-12.089768409729004	3	var isl ÉĻ ri
həddini	-12.089726448059082	3	h ÉĻ dd ini
perspektivli	-12.089506149291992	3	pers pekt iv li
bilmərik	-12.08919906616211	3	b ilm ÉĻ rik
Kubokuna	-12.0890474319458	3	K ub ok una
bölmək	-12.088475227355957	3	bÃ¶ lm ÉĻ k
otellər	-12.087751388549805	3	ot ell ÉĻ r
şimşək	-12.087520599365234	3	ÅŁim ÅŁ ÉĻ k
Körpüsü	-12.087244987487793	3	K Ã¶r p Ã¼sÃ¼
hüquqa	-12.087095260620117	3	h Ã¼ qu qa
müxalif	-12.086767196655273	3	mÃ¼ x al if
praktikası	-12.086284637451172	3	pr akt ik asÄ±
Rusiyanı	-12.086248397827148	3	R usi yan Ä±
Yusifov	-12.085244178771973	3	Y us if ov
yoluxan	-12.085190773010254	3	y ol ux an
Danimarkanın	-12.084684371948242	3	D anim arkan Ä±n
verilirdi	-12.084254264831543	3	ver il ird i
olmamasını	-12.083857536315918	3	ol m amas Ä±nÄ±
monarxiya	-12.083395957946777	3	mon ar xi ya
çalışacaq	-12.083222389221191	3	Ã§ alÄ±ÅŁ aca q
çıxmağı	-12.082606315612793	3	Ã§Ä± x ma ÄŁÄ±
etirazları	-12.082161903381348	3	et ir az larÄ±
seriyanı	-12.081971168518066	3	ser i yan Ä±
sürmə	-12.081862449645996	3	s Ã¼r m ÉĻ
təfsiri	-12.081690788269043	3	t ÉĻ fs iri
dəniz	-12.080338478088379	3	d ÉĻ n iz
yazıçıları	-12.079710960388184	3	y azÄ± Ã§Ä± larÄ±
studiyasında	-12.079669952392578	3	stud iy as Ä±nda
tezdən	-12.079389572143555	3	te zd ÉĻ n
Sevilya	-12.079008102416992	3	Se v ily a
çalışaraq	-12.078922271728516	3	Ã§ alÄ±ÅŁ ara q
Konektikut	-12.078892707824707	3	K one kt ikut
qonşusu	-12.077729225158691	3	q on ÅŁ usu
strukturlar	-12.077561378479004	3	str ukt url ar
İspaniyaya	-12.077242851257324	3	Ä° span iy aya
Oxşar	-12.07569694519043	3	O x ÅŁ ar
qabıqları	-12.075496673583984	3	q abÄ± ql arÄ±
gördük	-12.075456619262695	3	g Ã¶ rd Ã¼k
nBöyük	-12.075387954711914	3	n B Ã¶ yÃ¼k
narahatlığını	-12.074825286865234	3	n arah at lÄ±ÄŁÄ±nÄ±
qanunların	-12.074179649353027	3	q an un larÄ±n
konseptual	-12.07407283782959	3	kon se pt ual
izasiyası	-12.073968887329102	3	iz asi yas Ä±
keçirmiş	-12.072525024414062	3	ke Ã§ irm iÅŁ
maşınının	-12.072521209716797	3	ma ÅŁ Ä±nÄ±n Ä±n
tamamlanmış	-12.072115898132324	3	tam aml an mÄ±ÅŁ
çağırılması	-12.072011947631836	3	Ã§a ÄŁ Ä±r Ä±lmasÄ±
strukturunun	-12.071098327636719	3	str uktur un un
yayılmasını	-12.071003913879395	3	y ay Ä±l masÄ±nÄ±
sarımsaq	-12.07087230682373	3	s arÄ± ms aq
dıqlarını	-12.070657730102539	3	dÄ± ql ar Ä±nÄ±
qalxması	-12.070603370666504	3	q al x masÄ±
üsullarla	-12.070547103881836	3	Ã¼s ull ar la
mənalı	-12.06991958618164	3	m ÉĻ nal Ä±
araşdırılır	-12.069820404052734	3	ara ÅŁ dÄ±r Ä±lÄ±r
qardaşım	-12.069660186767578	3	q arda ÅŁ Ä±m
verdiyev	-12.069101333618164	3	ver di y ev
Administrasiyası	-12.069023132324219	3	Administr asi yas Ä±
ötürülmə	-12.068805694580078	3	Ã¶t Ã¼rÃ¼ lm ÉĻ
polkovniki	-12.068689346313477	3	pol kov n iki
Büdcə	-12.06765079498291	3	B Ã¼ dc ÉĻ
yayınma	-12.066594123840332	3	y ay Ä±n ma
COVİD	-12.066505432128906	3	CO V Ä° D
yazıçıların	-12.066431045532227	3	y azÄ± Ã§Ä± larÄ±n
texnikanın	-12.066396713256836	3	tex nik an Ä±n
tələ	-12.066317558288574	3	t ÉĻ l ÉĻ
olunmayıb	-12.066303253173828	3	ol un mayÄ± b
attestasiya	-12.065415382385254	3	att est asi ya
Gəminin	-12.065271377563477	3	G ÉĻ min in
federasiya	-12.064019203186035	3	f eder asi ya
Brüsseldə	-12.064017295837402	3	Br Ã¼ss eld ÉĻ
çılığın	-12.063847541809082	3	Ã§ Ä±lÄ± ÄŁ Ä±n
ideologiyası	-12.063512802124023	3	ide olog iy asÄ±
lənsə	-12.06348991394043	3	l ÉĻ ns ÉĻ
gözündə	-12.063467025756836	3	g Ã¶z Ã¼nd ÉĻ
tərzini	-12.063114166259766	3	t ÉĻ rz ini
ssenarist	-12.062275886535645	3	ss en ar ist
panelləri	-12.062251091003418	3	pan ell ÉĻ ri
Güləş	-12.061952590942383	3	G Ã¼l ÉĻ ÅŁ
kilometrlik	-12.061902046203613	3	kil omet r lik
müddəa	-12.061676979064941	3	mÃ¼ dd ÉĻ a
ərizəçi	-12.061043739318848	3	ÉĻ riz ÉĻ Ã§i
Şöbə	-12.060750007629395	3	Åŀ Ã¶ b ÉĻ
iyalılar	-12.060722351074219	3	iy al Ä± lar
Konstantinopol	-12.06067180633545	3	Kon stant in opol
Əzizov	-12.06065559387207	3	Æı z iz ov
türklər	-12.059683799743652	3	tÃ¼r kl ÉĻ r
verilişinin	-12.05909252166748	3	ver ili ÅŁ inin
məcmu	-12.058610916137695	3	m ÉĻ cm u
Zelenski	-12.057646751403809	3	Z el ens ki
qətli	-12.057422637939453	3	q ÉĻ t li
Həyatı	-12.05724811553955	3	H ÉĻ yat Ä±
seriyasına	-12.056797981262207	3	ser iy as Ä±na
amillərin	-12.056302070617676	3	am ill ÉĻ rin
sözlü	-12.056286811828613	3	s Ã¶ zl Ã¼
gözəl	-12.056225776672363	3	g Ã¶z ÉĻ l
Dekabrın	-12.055943489074707	3	D ek abr Ä±n
quraşdır	-12.05588150024414	3	q ura ÅŁ dÄ±r
nBakının	-12.055309295654297	3	n B ak Ä±nÄ±n
diviziyası	-12.055301666259766	3	div iz iy asÄ±
maraqlanan	-12.054855346679688	3	m ara ql anan
malıyıq	-12.054840087890625	3	mal Ä±y Ä± q
yarışmasında	-12.054792404174805	3	yar Ä±ÅŁ mas Ä±nda
iradəsi	-12.054316520690918	3	ir ad ÉĻ si
buraxdılar	-12.054204940795898	3	bur ax dÄ± lar
Paşanın	-12.05410099029541	3	Pa ÅŁ an Ä±n
müşavirə	-12.053187370300293	3	mÃ¼ÅŁ av ir ÉĻ
vurulur	-12.052925109863281	3	v ur ul ur
yanaşır	-12.052714347839355	3	y ana ÅŁ Ä±r
qısaldılmış	-12.051586151123047	3	q Ä±s ald Ä±lmÄ±ÅŁ
yatağında	-12.05147933959961	3	y ata ÄŁ Ä±nda
sayılırdı	-12.051271438598633	3	say Ä±lÄ± rd Ä±
tarixən	-12.05103874206543	3	tar ix ÉĻ n
görülə	-12.050854682922363	3	g Ã¶r Ã¼l ÉĻ
qurşağı	-12.050843238830566	3	q ur ÅŁ aÄŁÄ±
baxmağa	-12.050668716430664	3	b ax ma ÄŁa
birləri	-12.050531387329102	3	b irl ÉĻ ri
meşəlik	-12.050321578979492	3	me ÅŁ ÉĻ lik
qaldıra	-12.0502347946167	3	q ald Ä± ra
dərslik	-12.050025939941406	3	d ÉĻ rs lik
Axtarış	-12.049195289611816	3	A xt ar Ä±ÅŁ
sizliyi	-12.049086570739746	3	s iz li yi
Davamlı	-12.047391891479492	3	D av aml Ä±
yaşayış	-12.046998977661133	3	ya ÅŁ ay Ä±ÅŁ
dalğaları	-12.046884536743164	3	dal ÄŁ alar Ä±
imzalandı	-12.046420097351074	3	im z aland Ä±
loqosu	-12.046208381652832	3	lo q os u
jurnalları	-12.046162605285645	3	j urn all arÄ±
ulduzlu	-12.045774459838867	3	ul du z lu
Şotlandiyada	-12.045672416687012	3	Åŀ otland iy ada
Nəsli	-12.045098304748535	3	N ÉĻ s li
çıxmışdı	-12.044883728027344	3	Ã§Ä± xm Ä±ÅŁ dÄ±
rejissorluğu	-12.043639183044434	3	re j issor luÄŁu
turşuları	-12.043365478515625	3	tur ÅŁ ular Ä±
fotolarını	-12.04300594329834	3	f ot olar Ä±nÄ±
atmosferin	-12.042047500610352	3	at mos fer in
üzvlərin	-12.041939735412598	3	Ã¼z vl ÉĻ rin
suallarını	-12.041657447814941	3	su all ar Ä±nÄ±
qorxdu	-12.04094123840332	3	q or x du
uçuşları	-12.040714263916016	3	u Ã§u ÅŁ larÄ±
qaçışçı	-12.040619850158691	3	qa Ã§ Ä±ÅŁ Ã§Ä±
ekipajı	-12.040175437927246	3	ek ip aj Ä±
gedişində	-12.039976119995117	3	ged iÅŁ ind ÉĻ
ədədi	-12.039847373962402	3	ÉĻ d ÉĻ di
şənlik	-12.039066314697266	3	ÅŁ ÉĻ n lik
Sərdar	-12.038658142089844	3	S ÉĻ rd ar
hazırlama	-12.038175582885742	3	h az Ä±rl ama
Ertəsi	-12.037867546081543	3	E rt ÉĻ si
deputatları	-12.037198066711426	3	de put at larÄ±
dördü	-12.036953926086426	3	d Ã¶ rd Ã¼
görsün	-12.036852836608887	3	g Ã¶ rs Ã¼n
institusional	-12.036322593688965	3	in stit us ional
qanadın	-12.036314964294434	3	q an ad Ä±n
Təkcə	-12.035264015197754	3	T ÉĻ kc ÉĻ
pozaraq	-12.034852981567383	3	po z ara q
Kəşmir	-12.034266471862793	3	K ÉĻ ÅŁ mir
həkimin	-12.034200668334961	3	h ÉĻ kim in
ölçüsünü	-12.033944129943848	3	Ã¶l Ã§ Ã¼s Ã¼nÃ¼
soyqırım	-12.033809661865234	3	so y q Ä±rÄ±m
institutun	-12.033782958984375	3	in stit ut un
Yüngül	-12.032979011535645	3	Y Ã¼ ng Ã¼l
tısbağa	-12.032727241516113	3	t Ä±s ba ÄŁa
rəqsi	-12.032629013061523	3	r ÉĻ q si
qutuları	-12.032605171203613	3	q ut ular Ä±
Mənbə	-12.031959533691406	3	M ÉĻ nb ÉĻ
qabığında	-12.031282424926758	3	q ab Ä±ÄŁ Ä±nda
parlamentinin	-12.031150817871094	3	par l ament inin
oynamağı	-12.030829429626465	3	o yn ama ÄŁÄ±
səyyar	-12.030817985534668	3	s ÉĻ yy ar
yönəl	-12.029995918273926	3	y Ã¶n ÉĻ l
Maraqlıdır	-12.029902458190918	3	M ara ql Ä±dÄ±r
aktivlər	-12.029855728149414	3	aktiv l ÉĻ r
Altıncı	-12.029675483703613	3	Alt Ä± nc Ä±
padşahın	-12.02932071685791	3	pad ÅŁ ah Ä±n
oynanıldı	-12.028643608093262	3	o yn an Ä±ldÄ±
akkreditasiya	-12.028315544128418	3	akk redit asi ya
dəstini	-12.026762962341309	3	d ÉĻ st ini
oynamışdır	-12.026363372802734	3	o ynam Ä±ÅŁ dÄ±r
cəzasını	-12.025999069213867	3	c ÉĻ zas Ä±nÄ±
çatmayan	-12.025461196899414	3	Ã§ at may an
çoxalma	-12.02538013458252	3	Ã§ ox al ma
dərə	-12.024173736572266	3	d ÉĻ r ÉĻ
zolaqlar	-12.023096084594727	3	z ola ql ar
görsə	-12.023031234741211	3	g Ã¶ rs ÉĻ
axtarışında	-12.022917747497559	3	ax tar Ä±ÅŁ Ä±nda
qayıtmadan	-12.021714210510254	3	q ayÄ± tm adan
çalışmağa	-12.021711349487305	3	Ã§ alÄ±ÅŁ ma ÄŁa
musiqiyə	-12.021194458007812	3	mus iq iy ÉĻ
qarşıladı	-12.020344734191895	3	q ar ÅŁÄ± ladÄ±
marşrutlar	-12.01989459991455	3	mar ÅŁ rut lar
strukturları	-12.019085884094238	3	str ukt url arÄ±
bizimlə	-12.018277168273926	3	biz im l ÉĻ
Bəhram	-12.017970085144043	3	B ÉĻ h ram
şərqə	-12.01740550994873	3	ÅŁ ÉĻ rq ÉĻ
şüurlu	-12.017077445983887	3	ÅŁ Ã¼ url u
təbliği	-12.016857147216797	3	t ÉĻ b liÄŁi
quruluşa	-12.016288757324219	3	q ur ulu ÅŁa
baxışları	-12.015771865844727	3	b ax Ä±ÅŁ larÄ±
həyati	-12.015355110168457	3	h ÉĻ y ati
bacarıqlar	-12.015252113342285	3	bac arÄ± ql ar
çıxışını	-12.01499080657959	3	Ã§Ä± x Ä±ÅŁ Ä±nÄ±
güclüdür	-12.014840126037598	3	gÃ¼ cl Ã¼ dÃ¼r
ayrılıq	-12.013065338134766	3	ay r Ä±lÄ± q
doludur	-12.012451171875	3	d ol ud ur
mahnısında	-12.011699676513672	3	m ahn Ä±s Ä±nda
İmperatoru	-12.010623931884766	3	Ä° m perator u
səyyah	-12.010437965393066	3	s ÉĻ yy ah
dovşan	-12.009921073913574	3	d ov ÅŁ an
maaşları	-12.009477615356445	3	ma a ÅŁ larÄ±
Ədəbi	-12.009419441223145	3	Æı d ÉĻ bi
qayıqlar	-12.0092134475708	3	q ayÄ± ql ar
aktyorun	-12.008780479431152	3	ak ty or un
pislədi	-12.008556365966797	3	p isl ÉĻ di
qalmadı	-12.00740909576416	3	q alm ad Ä±
Zimbabve	-12.006416320800781	3	Z imb ab ve
ümummilli	-12.005925178527832	3	Ã¼m um mill i
adlandıraraq	-12.004956245422363	3	ad landÄ±r ara q
həyatlarını	-12.004597663879395	3	h ÉĻ yat larÄ±nÄ±
mahnılarının	-12.004594802856445	3	m ahn Ä± larÄ±nÄ±n
araşdırmanın	-12.004526138305664	3	ara ÅŁ dÄ±r manÄ±n
bağırsaq	-12.00402545928955	3	ba ÄŁÄ± rs aq
oqrafik	-12.003853797912598	3	o q raf ik
gedirlər	-12.003811836242676	3	ged irl ÉĻ r
qolunun	-12.003705978393555	3	q ol un un
reklamı	-12.00257396697998	3	re kl am Ä±
transplantasiya	-12.002429008483887	3	trans plant asi ya
Keşlə	-12.002240180969238	3	Ke ÅŁ l ÉĻ
qatılıb	-12.002054214477539	3	q at Ä±lÄ± b
artırılmasına	-12.001487731933594	3	art Ä±r Ä±l masÄ±na
qalaraq	-12.000877380371094	3	q al ara q
eyniadlı	-12.000696182250977	3	ey ni ad lÄ±
dəvə	-12.000371932983398	3	d ÉĻ v ÉĻ
səthinə	-11.999775886535645	3	s ÉĻ thin ÉĻ
qidalanır	-11.999469757080078	3	q idal an Ä±r
bakteriyalar	-11.998779296875	3	b akter iy alar
Ənvər	-11.997729301452637	3	Æı nv ÉĻ r
siyahıları	-11.997550010681152	3	si yah Ä± larÄ±
sürülmüş	-11.997403144836426	3	s Ã¼rÃ¼ lm Ã¼ÅŁ
aspirantura	-11.995786666870117	3	as pir ant ura
ətrafına	-11.995065689086914	3	ÉĻ tra f Ä±na
konfransın	-11.994367599487305	3	kon fr ans Ä±n
xezerxeber	-11.994240760803223	3	xe zer xe ber
yarpaqlı	-11.993998527526855	3	yar pa ql Ä±
pilotsuz	-11.993634223937988	3	p il ots uz
düşünə	-11.993213653564453	3	d Ã¼ÅŁ Ã¼n ÉĻ
Avstraliya	-11.992895126342773	3	Av str ali ya
ticarətin	-11.992264747619629	3	tic ar ÉĻ tin
boyunbağı	-11.992040634155273	3	boy un ba ÄŁÄ±
pavilyon	-11.991546630859375	3	p av ily on
testləri	-11.991304397583008	3	test l ÉĻ ri
söylə	-11.99128246307373	3	s Ã¶ yl ÉĻ
quyruğu	-11.991256713867188	3	qu y ru ÄŁu
